instance,seed,status,problem,problemSize,solver
n100000-7,33,solution-found,knapsack,100000,lnspg
n100000-9,22,solution-found,knapsack,100000,lnspg
n100000-20,44,solution-found,knapsack,100000,lnspg
n100000-5,22,solution-found,knapsack,100000,lnspg
n100000-17,11,solution-found,knapsack,100000,lnspg
n100000-12,1010,solution-found,knapsack,100000,lnspg
n100000-13,1010,solution-found,knapsack,100000,lnspg
n100000-13,77,solution-found,knapsack,100000,lnspg
n100000-13,88,solution-found,knapsack,100000,lnspg
n100000-1,44,solution-found,knapsack,100000,lnspg
n100000-11,66,solution-found,knapsack,100000,lnspg
n100000-11,99,solution-found,knapsack,100000,lnspg
n100000-3,55,solution-found,knapsack,100000,lnspg
n100000-7,1010,solution-found,knapsack,100000,lnspg
n100000-6,1010,solution-found,knapsack,100000,lnspg
n100000-12,22,solution-found,knapsack,100000,lnspg
n100000-10,33,solution-found,knapsack,100000,lnspg
n100000-13,66,solution-found,knapsack,100000,lnspg
n100000-1,55,solution-found,knapsack,100000,lnspg
n100000-13,99,solution-found,knapsack,100000,lnspg
n100000-11,77,solution-found,knapsack,100000,lnspg
n100000-3,44,solution-found,knapsack,100000,lnspg
n100000-11,88,solution-found,knapsack,100000,lnspg
n100000-12,33,solution-found,knapsack,100000,lnspg
n100000-2,11,solution-found,knapsack,100000,lnspg
n100000-10,22,solution-found,knapsack,100000,lnspg
n100000-6,88,solution-found,knapsack,100000,lnspg
n100000-8,99,solution-found,knapsack,100000,lnspg
n100000-14,44,solution-found,knapsack,100000,lnspg
n100000-8,66,solution-found,knapsack,100000,lnspg
n100000-6,77,solution-found,knapsack,100000,lnspg
n100000-18,44,solution-found,knapsack,100000,lnspg
n100000-4,99,solution-found,knapsack,100000,lnspg
n100000-16,55,solution-found,knapsack,100000,lnspg
n100000-4,66,solution-found,knapsack,100000,lnspg
n100000-20,55,solution-found,knapsack,100000,lnspg
n100000-9,33,solution-found,knapsack,100000,lnspg
n100000-7,22,solution-found,knapsack,100000,lnspg
n100000-15,11,solution-found,knapsack,100000,lnspg
n100000-5,33,solution-found,knapsack,100000,lnspg
n100000-19,11,solution-found,knapsack,100000,lnspg
n100000-14,22,solution-found,knapsack,100000,lnspg
n100000-6,11,solution-found,knapsack,100000,lnspg
n100000-16,33,solution-found,knapsack,100000,lnspg
n100000-18,22,solution-found,knapsack,100000,lnspg
n100000-7,44,solution-found,knapsack,100000,lnspg
n100000-15,88,solution-found,knapsack,100000,lnspg
n100000-20,33,solution-found,knapsack,100000,lnspg
n100000-9,55,solution-found,knapsack,100000,lnspg
n100000-15,77,solution-found,knapsack,100000,lnspg
n100000-5,55,solution-found,knapsack,100000,lnspg
n100000-19,88,solution-found,knapsack,100000,lnspg
n100000-17,99,solution-found,knapsack,100000,lnspg
n100000-17,66,solution-found,knapsack,100000,lnspg
n100000-19,77,solution-found,knapsack,100000,lnspg
n100000-1,33,solution-found,knapsack,100000,lnspg
n100000-11,11,solution-found,knapsack,100000,lnspg
n100000-3,22,solution-found,knapsack,100000,lnspg
n100000-12,55,solution-found,knapsack,100000,lnspg
n100000-2,77,solution-found,knapsack,100000,lnspg
n100000-2,88,solution-found,knapsack,100000,lnspg
n100000-10,44,solution-found,knapsack,100000,lnspg
n100000-13,11,solution-found,knapsack,100000,lnspg
n100000-1,22,solution-found,knapsack,100000,lnspg
n100000-3,33,solution-found,knapsack,100000,lnspg
n100000-12,44,solution-found,knapsack,100000,lnspg
n100000-2,66,solution-found,knapsack,100000,lnspg
n100000-20,1010,solution-found,knapsack,100000,lnspg
n100000-10,55,solution-found,knapsack,100000,lnspg
n100000-2,99,solution-found,knapsack,100000,lnspg
n100000-15,1010,solution-found,knapsack,100000,lnspg
n100000-14,1010,solution-found,knapsack,100000,lnspg
n100000-14,33,solution-found,knapsack,100000,lnspg
n100000-8,11,solution-found,knapsack,100000,lnspg
n100000-18,33,solution-found,knapsack,100000,lnspg
n100000-16,22,solution-found,knapsack,100000,lnspg
n100000-4,11,solution-found,knapsack,100000,lnspg
n100000-9,44,solution-found,knapsack,100000,lnspg
n100000-20,22,solution-found,knapsack,100000,lnspg
n100000-15,99,solution-found,knapsack,100000,lnspg
n100000-7,55,solution-found,knapsack,100000,lnspg
n100000-15,66,solution-found,knapsack,100000,lnspg
n100000-1,1010,solution-found,knapsack,100000,lnspg
n100000-17,88,solution-found,knapsack,100000,lnspg
n100000-19,99,solution-found,knapsack,100000,lnspg
n100000-5,44,solution-found,knapsack,100000,lnspg
n100000-19,66,solution-found,knapsack,100000,lnspg
n100000-17,77,solution-found,knapsack,100000,lnspg
n100000-13,22,solution-found,knapsack,100000,lnspg
n100000-1,11,solution-found,knapsack,100000,lnspg
n100000-11,33,solution-found,knapsack,100000,lnspg
n100000-12,88,solution-found,knapsack,100000,lnspg
n100000-12,77,solution-found,knapsack,100000,lnspg
n100000-10,99,solution-found,knapsack,100000,lnspg
n100000-2,55,solution-found,knapsack,100000,lnspg
n100000-10,66,solution-found,knapsack,100000,lnspg
n100000-6,33,solution-found,knapsack,100000,lnspg
n100000-8,22,solution-found,knapsack,100000,lnspg
n100000-16,11,solution-found,knapsack,100000,lnspg
n100000-4,22,solution-found,knapsack,100000,lnspg
n100000-7,66,solution-found,knapsack,100000,lnspg
n100000-9,77,solution-found,knapsack,100000,lnspg
n100000-20,11,solution-found,knapsack,100000,lnspg
n100000-9,88,solution-found,knapsack,100000,lnspg
n100000-15,55,solution-found,knapsack,100000,lnspg
n100000-7,99,solution-found,knapsack,100000,lnspg
n100000-5,77,solution-found,knapsack,100000,lnspg
n100000-17,44,solution-found,knapsack,100000,lnspg
n100000-19,55,solution-found,knapsack,100000,lnspg
n100000-5,88,solution-found,knapsack,100000,lnspg
n100000-14,11,solution-found,knapsack,100000,lnspg
n100000-8,33,solution-found,knapsack,100000,lnspg
n100000-11,1010,solution-found,knapsack,100000,lnspg
n100000-10,1010,solution-found,knapsack,100000,lnspg
n100000-6,22,solution-found,knapsack,100000,lnspg
n100000-18,11,solution-found,knapsack,100000,lnspg
n100000-4,33,solution-found,knapsack,100000,lnspg
n100000-4,1010,solution-found,knapsack,100000,lnspg
n100000-9,66,solution-found,knapsack,100000,lnspg
n100000-5,1010,solution-found,knapsack,100000,lnspg
n100000-7,77,solution-found,knapsack,100000,lnspg
n100000-7,88,solution-found,knapsack,100000,lnspg
n100000-15,44,solution-found,knapsack,100000,lnspg
n100000-9,99,solution-found,knapsack,100000,lnspg
n100000-5,66,solution-found,knapsack,100000,lnspg
n100000-5,99,solution-found,knapsack,100000,lnspg
n100000-19,44,solution-found,knapsack,100000,lnspg
n100000-17,55,solution-found,knapsack,100000,lnspg
n100000-13,33,solution-found,knapsack,100000,lnspg
n100000-11,22,solution-found,knapsack,100000,lnspg
n100000-3,11,solution-found,knapsack,100000,lnspg
n100000-12,99,solution-found,knapsack,100000,lnspg
n100000-12,66,solution-found,knapsack,100000,lnspg
n100000-2,44,solution-found,knapsack,100000,lnspg
n100000-10,88,solution-found,knapsack,100000,lnspg
n100000-10,77,solution-found,knapsack,100000,lnspg
n100000-16,1010,solution-found,knapsack,100000,lnspg
n100000-17,1010,solution-found,knapsack,100000,lnspg
n100000-1,99,solution-found,knapsack,100000,lnspg
n100000-13,55,solution-found,knapsack,100000,lnspg
n100000-1,66,solution-found,knapsack,100000,lnspg
n100000-3,88,solution-found,knapsack,100000,lnspg
n100000-11,44,solution-found,knapsack,100000,lnspg
n100000-3,77,solution-found,knapsack,100000,lnspg
n100000-3,1010,solution-found,knapsack,100000,lnspg
n100000-2,1010,solution-found,knapsack,100000,lnspg
n100000-2,22,solution-found,knapsack,100000,lnspg
n100000-10,11,solution-found,knapsack,100000,lnspg
n100000-14,77,solution-found,knapsack,100000,lnspg
n100000-6,44,solution-found,knapsack,100000,lnspg
n100000-8,55,solution-found,knapsack,100000,lnspg
n100000-14,88,solution-found,knapsack,100000,lnspg
n100000-16,66,solution-found,knapsack,100000,lnspg
n100000-18,77,solution-found,knapsack,100000,lnspg
n100000-18,88,solution-found,knapsack,100000,lnspg
n100000-4,55,solution-found,knapsack,100000,lnspg
n100000-16,99,solution-found,knapsack,100000,lnspg
n100000-7,11,solution-found,knapsack,100000,lnspg
n100000-20,66,solution-found,knapsack,100000,lnspg
n100000-20,99,solution-found,knapsack,100000,lnspg
n100000-15,22,solution-found,knapsack,100000,lnspg
n100000-9,1010,solution-found,knapsack,100000,lnspg
n100000-8,1010,solution-found,knapsack,100000,lnspg
n100000-17,33,solution-found,knapsack,100000,lnspg
n100000-19,22,solution-found,knapsack,100000,lnspg
n100000-14,66,solution-found,knapsack,100000,lnspg
n100000-14,99,solution-found,knapsack,100000,lnspg
n100000-8,44,solution-found,knapsack,100000,lnspg
n100000-6,55,solution-found,knapsack,100000,lnspg
n100000-18,66,solution-found,knapsack,100000,lnspg
n100000-16,77,solution-found,knapsack,100000,lnspg
n100000-16,88,solution-found,knapsack,100000,lnspg
n100000-4,44,solution-found,knapsack,100000,lnspg
n100000-18,99,solution-found,knapsack,100000,lnspg
n100000-9,11,solution-found,knapsack,100000,lnspg
n100000-20,77,solution-found,knapsack,100000,lnspg
n100000-15,33,solution-found,knapsack,100000,lnspg
n100000-20,88,solution-found,knapsack,100000,lnspg
n100000-5,11,solution-found,knapsack,100000,lnspg
n100000-19,33,solution-found,knapsack,100000,lnspg
n100000-17,22,solution-found,knapsack,100000,lnspg
n100000-13,44,solution-found,knapsack,100000,lnspg
n100000-1,88,solution-found,knapsack,100000,lnspg
n100000-1,77,solution-found,knapsack,100000,lnspg
n100000-11,55,solution-found,knapsack,100000,lnspg
n100000-3,99,solution-found,knapsack,100000,lnspg
n100000-3,66,solution-found,knapsack,100000,lnspg
n100000-12,11,solution-found,knapsack,100000,lnspg
n100000-2,33,solution-found,knapsack,100000,lnspg
u1000_04,22,solution-found,binpacking,normal,lnspg
t120_08,44,solution-found,binpacking,normal,lnspg
u250_00,33,solution-found,binpacking,normal,lnspg
u120_00,33,solution-found,binpacking,normal,lnspg
u500_10,1010,solution-found,binpacking,normal,lnspg
t120_06,55,solution-found,binpacking,normal,lnspg
u1000_14,33,solution-found,binpacking,normal,lnspg
u250_10,22,solution-found,binpacking,normal,lnspg
t120_18,55,solution-found,binpacking,normal,lnspg
u120_10,22,solution-found,binpacking,normal,lnspg
t120_16,44,solution-found,binpacking,normal,lnspg
u250_12,33,solution-found,binpacking,normal,lnspg
u1000_16,22,solution-found,binpacking,normal,lnspg
t120_14,55,solution-found,binpacking,normal,lnspg
u1000_18,33,solver-timeout,binpacking,normal,lnspg
t120_14,1010,solution-found,binpacking,normal,lnspg
u120_12,33,solution-found,binpacking,normal,lnspg
u250_02,22,solution-found,binpacking,normal,lnspg
u1000_06,33,solution-found,binpacking,normal,lnspg
t120_04,44,solution-found,binpacking,normal,lnspg
u120_02,22,solution-found,binpacking,normal,lnspg
u1000_08,22,solution-found,binpacking,normal,lnspg
u500_04,77,solution-found,binpacking,normal,lnspg
t501_10,66,solution-found,binpacking,normal,lnspg
t249_12,22,solution-found,binpacking,normal,lnspg
t501_10,99,solution-found,binpacking,normal,lnspg
u500_04,88,solution-found,binpacking,normal,lnspg
u500_14,66,solution-found,binpacking,normal,lnspg
t249_02,33,solution-found,binpacking,normal,lnspg
t501_00,77,solution-found,binpacking,normal,lnspg
t501_00,88,solution-found,binpacking,normal,lnspg
t60_02,11,solution-found,binpacking,normal,lnspg
u500_14,99,solution-found,binpacking,normal,lnspg
u1000_14,1010,solution-found,binpacking,normal,lnspg
u500_16,77,solution-found,binpacking,normal,lnspg
u500_18,66,solution-found,binpacking,normal,lnspg
t249_00,22,solution-found,binpacking,normal,lnspg
t501_02,66,solution-found,binpacking,normal,lnspg
t249_14,1010,solution-found,binpacking,normal,lnspg
u500_18,99,solution-found,binpacking,normal,lnspg
t501_02,99,solution-found,binpacking,normal,lnspg
u500_16,88,solver-timeout,binpacking,normal,lnspg
u500_06,66,solution-found,binpacking,normal,lnspg
u500_08,77,solution-found,binpacking,normal,lnspg
t501_12,77,solution-found,binpacking,normal,lnspg
t249_10,33,solution-found,binpacking,normal,lnspg
u500_08,88,solution-found,binpacking,normal,lnspg
t501_12,88,solution-found,binpacking,normal,lnspg
u120_08,1010,solution-found,binpacking,normal,lnspg
u500_06,99,solution-found,binpacking,normal,lnspg
u250_14,1010,solution-found,binpacking,normal,lnspg
t60_10,11,solution-found,binpacking,normal,lnspg
t60_04,66,solution-found,binpacking,normal,lnspg
t249_04,44,solution-found,binpacking,normal,lnspg
u500_12,11,solution-found,binpacking,normal,lnspg
t60_04,99,solution-found,binpacking,normal,lnspg
t501_08,11,solution-found,binpacking,normal,lnspg
t60_14,77,solution-found,binpacking,normal,lnspg
t249_14,55,solution-found,binpacking,normal,lnspg
t501_16,11,solution-found,binpacking,normal,lnspg
t60_14,88,solution-found,binpacking,normal,lnspg
t60_16,66,solution-found,binpacking,normal,lnspg
t60_18,77,solution-found,binpacking,normal,lnspg
t249_16,44,solution-found,binpacking,normal,lnspg
t60_10,1010,solution-found,binpacking,normal,lnspg
t60_18,88,solution-found,binpacking,normal,lnspg
t60_16,99,solution-found,binpacking,normal,lnspg
t249_18,55,solution-found,binpacking,normal,lnspg
u500_00,11,solution-found,binpacking,normal,lnspg
t501_04,1010,solution-found,binpacking,normal,lnspg
t60_06,77,solution-found,binpacking,normal,lnspg
t60_08,66,solution-found,binpacking,normal,lnspg
t60_08,99,solution-found,binpacking,normal,lnspg
t501_04,11,solution-found,binpacking,normal,lnspg
t249_06,55,solution-found,binpacking,normal,lnspg
t249_08,44,solution-found,binpacking,normal,lnspg
t60_06,88,solution-found,binpacking,normal,lnspg
t120_10,33,solution-found,binpacking,normal,lnspg
u250_18,44,solution-found,binpacking,normal,lnspg
u120_16,55,solution-found,binpacking,normal,lnspg
u250_16,55,solution-found,binpacking,normal,lnspg
u120_02,1010,solution-found,binpacking,normal,lnspg
u1000_12,44,solution-found,binpacking,normal,lnspg
u120_18,44,solution-found,binpacking,normal,lnspg
u250_08,55,solution-found,binpacking,normal,lnspg
t120_00,22,solution-found,binpacking,normal,lnspg
u120_06,44,solution-found,binpacking,normal,lnspg
u250_06,44,solution-found,binpacking,normal,lnspg
u120_08,55,solver-timeout,binpacking,normal,lnspg
u1000_02,55,solver-timeout,binpacking,normal,lnspg
u120_04,55,solver-timeout,binpacking,normal,lnspg
t120_02,33,solution-found,binpacking,normal,lnspg
u1000_00,44,solution-found,binpacking,normal,lnspg
u250_04,55,solution-found,binpacking,normal,lnspg
u120_14,44,solution-found,binpacking,normal,lnspg
t120_12,22,solution-found,binpacking,normal,lnspg
u1000_10,55,solution-found,binpacking,normal,lnspg
u250_14,44,solution-found,binpacking,normal,lnspg
t60_04,77,solution-found,binpacking,normal,lnspg
t60_04,88,solution-found,binpacking,normal,lnspg
t501_06,11,solution-found,binpacking,normal,lnspg
t249_04,55,solution-found,binpacking,normal,lnspg
t60_14,66,solution-found,binpacking,normal,lnspg
t60_14,99,solution-found,binpacking,normal,lnspg
t120_02,1010,solution-found,binpacking,normal,lnspg
t501_18,11,solution-found,binpacking,normal,lnspg
u500_02,11,solution-found,binpacking,normal,lnspg
t249_14,44,solution-found,binpacking,normal,lnspg
t60_18,66,solution-found,binpacking,normal,lnspg
t60_16,77,solution-found,binpacking,normal,lnspg
t249_18,44,solution-found,binpacking,normal,lnspg
t60_16,88,solution-found,binpacking,normal,lnspg
t60_18,99,solution-found,binpacking,normal,lnspg
t249_16,55,solution-found,binpacking,normal,lnspg
t501_14,11,solution-found,binpacking,normal,lnspg
t60_08,77,solution-found,binpacking,normal,lnspg
t60_06,66,solution-found,binpacking,normal,lnspg
u500_10,11,solution-found,binpacking,normal,lnspg
u500_06,1010,solution-found,binpacking,normal,lnspg
t60_06,99,solution-found,binpacking,normal,lnspg
t249_08,55,solution-found,binpacking,normal,lnspg
t249_06,44,solution-found,binpacking,normal,lnspg
t60_08,88,solution-found,binpacking,normal,lnspg
t501_18,1010,solution-found,binpacking,normal,lnspg
u120_18,55,solution-found,binpacking,normal,lnspg
u1000_12,55,solution-found,binpacking,normal,lnspg
u250_16,44,solution-found,binpacking,normal,lnspg
u120_16,44,solution-found,binpacking,normal,lnspg
u250_18,55,solution-found,binpacking,normal,lnspg
t120_10,22,solution-found,binpacking,normal,lnspg
u250_02,1010,solution-found,binpacking,normal,lnspg
u1000_02,44,solution-found,binpacking,normal,lnspg
u120_08,44,solution-found,binpacking,normal,lnspg
t249_02,1010,solution-found,binpacking,normal,lnspg
u250_06,55,solution-found,binpacking,normal,lnspg
u120_06,55,solution-found,binpacking,normal,lnspg
t120_00,33,solution-found,binpacking,normal,lnspg
u250_08,44,solution-found,binpacking,normal,lnspg
u250_04,44,solution-found,binpacking,normal,lnspg
u1000_00,55,solution-found,binpacking,normal,lnspg
t120_02,22,solution-found,binpacking,normal,lnspg
u120_04,44,solution-found,binpacking,normal,lnspg
u1000_02,1010,solver-timeout,binpacking,normal,lnspg
u250_14,55,solution-found,binpacking,normal,lnspg
u1000_10,44,solver-timeout,binpacking,normal,lnspg
t120_12,33,solution-found,binpacking,normal,lnspg
u120_14,55,solution-found,binpacking,normal,lnspg
t501_12,1010,solution-found,binpacking,normal,lnspg
t120_06,44,solution-found,binpacking,normal,lnspg
u120_00,22,solution-found,binpacking,normal,lnspg
u250_00,22,solution-found,binpacking,normal,lnspg
t120_08,55,solution-found,binpacking,normal,lnspg
u1000_04,33,solver-timeout,binpacking,normal,lnspg
t120_16,55,solution-found,binpacking,normal,lnspg
u120_10,33,solution-found,binpacking,normal,lnspg
t120_18,44,solution-found,binpacking,normal,lnspg
u250_10,33,solution-found,binpacking,normal,lnspg
t60_06,1010,solution-found,binpacking,normal,lnspg
u1000_14,22,solution-found,binpacking,normal,lnspg
t120_08,1010,solution-found,binpacking,normal,lnspg
u120_12,22,solution-found,binpacking,normal,lnspg
u1000_18,22,solution-found,binpacking,normal,lnspg
t120_14,44,solution-found,binpacking,normal,lnspg
u1000_16,33,solver-timeout,binpacking,normal,lnspg
u250_12,22,solution-found,binpacking,normal,lnspg
u1000_08,33,solution-found,binpacking,normal,lnspg
u120_02,33,solver-timeout,binpacking,normal,lnspg
t120_04,55,solution-found,binpacking,normal,lnspg
u1000_06,22,solution-found,binpacking,normal,lnspg
u250_02,33,solution-found,binpacking,normal,lnspg
t501_10,77,solution-found,binpacking,normal,lnspg
t249_12,33,solution-found,binpacking,normal,lnspg
u500_04,66,solution-found,binpacking,normal,lnspg
u500_04,99,solution-found,binpacking,normal,lnspg
t60_12,11,solution-found,binpacking,normal,lnspg
t501_10,88,solution-found,binpacking,normal,lnspg
u1000_08,1010,solver-timeout,binpacking,normal,lnspg
t249_02,22,solution-found,binpacking,normal,lnspg
t501_00,66,solution-found,binpacking,normal,lnspg
u500_14,77,solution-found,binpacking,normal,lnspg
u500_14,88,solution-found,binpacking,normal,lnspg
t501_00,99,solution-found,binpacking,normal,lnspg
t249_00,33,solution-found,binpacking,normal,lnspg
t501_02,77,solution-found,binpacking,normal,lnspg
u500_18,77,solution-found,binpacking,normal,lnspg
u500_16,66,solution-found,binpacking,normal,lnspg
t60_00,11,solution-found,binpacking,normal,lnspg
t249_08,1010,solution-found,binpacking,normal,lnspg
u500_16,99,solution-found,binpacking,normal,lnspg
t501_02,88,solution-found,binpacking,normal,lnspg
u500_18,88,solution-found,binpacking,normal,lnspg
u250_08,1010,solution-found,binpacking,normal,lnspg
t501_12,66,solution-found,binpacking,normal,lnspg
t249_10,22,solution-found,binpacking,normal,lnspg
u120_14,1010,solution-found,binpacking,normal,lnspg
u500_08,66,solution-found,binpacking,normal,lnspg
u500_06,77,solution-found,binpacking,normal,lnspg
u500_06,88,solution-found,binpacking,normal,lnspg
t501_12,99,solution-found,binpacking,normal,lnspg
u500_08,99,solution-found,binpacking,normal,lnspg
t120_08,33,solution-found,binpacking,normal,lnspg
u250_00,44,solution-found,binpacking,normal,lnspg
u1000_04,55,solver-timeout,binpacking,normal,lnspg
t120_04,1010,solution-found,binpacking,normal,lnspg
t120_06,22,solution-found,binpacking,normal,lnspg
u120_00,44,solution-found,binpacking,normal,lnspg
u250_10,55,solution-found,binpacking,normal,lnspg
t120_18,22,solution-found,binpacking,normal,lnspg
u1000_14,44,solution-found,binpacking,normal,lnspg
t120_16,33,solution-found,binpacking,normal,lnspg
u120_10,55,solution-found,binpacking,normal,lnspg
u1000_16,55,solver-timeout,binpacking,normal,lnspg
u250_12,44,solution-found,binpacking,normal,lnspg
u500_00,1010,solution-found,binpacking,normal,lnspg
u1000_18,44,solution-found,binpacking,normal,lnspg
u120_12,44,solution-found,binpacking,normal,lnspg
t120_14,22,solution-found,binpacking,normal,lnspg
u1000_06,44,solution-found,binpacking,normal,lnspg
u250_02,55,solution-found,binpacking,normal,lnspg
u120_02,55,solution-found,binpacking,normal,lnspg
u1000_08,55,solution-found,binpacking,normal,lnspg
t120_04,33,solution-found,binpacking,normal,lnspg
t249_04,1010,solution-found,binpacking,normal,lnspg
t60_12,88,solution-found,binpacking,normal,lnspg
t501_10,11,solution-found,binpacking,normal,lnspg
t249_12,55,solution-found,binpacking,normal,lnspg
t60_12,77,solution-found,binpacking,normal,lnspg
u500_14,11,solution-found,binpacking,normal,lnspg
t60_02,99,solution-found,binpacking,normal,lnspg
t249_02,44,solution-found,binpacking,normal,lnspg
u120_18,1010,solution-found,binpacking,normal,lnspg
u250_04,1010,solution-found,binpacking,normal,lnspg
t60_02,66,solution-found,binpacking,normal,lnspg
t60_00,88,solution-found,binpacking,normal,lnspg
t249_00,55,solution-found,binpacking,normal,lnspg
t501_02,11,solution-found,binpacking,normal,lnspg
u500_18,11,solution-found,binpacking,normal,lnspg
t60_00,77,solution-found,binpacking,normal,lnspg
t60_10,99,solution-found,binpacking,normal,lnspg
u500_06,11,solution-found,binpacking,normal,lnspg
t249_10,44,solution-found,binpacking,normal,lnspg
u1000_04,1010,solution-found,binpacking,normal,lnspg
t60_10,66,solution-found,binpacking,normal,lnspg
t60_04,11,solution-found,binpacking,normal,lnspg
t501_08,99,solution-found,binpacking,normal,lnspg
u500_12,99,solution-found,binpacking,normal,lnspg
t501_06,88,solution-found,binpacking,normal,lnspg
t501_06,77,solution-found,binpacking,normal,lnspg
t249_04,33,solution-found,binpacking,normal,lnspg
t501_08,66,solution-found,binpacking,normal,lnspg
t60_00,1010,solution-found,binpacking,normal,lnspg
u500_12,66,solution-found,binpacking,normal,lnspg
t501_18,88,solution-found,binpacking,normal,lnspg
u500_02,88,solution-found,binpacking,normal,lnspg
t501_14,1010,solution-found,binpacking,normal,lnspg
t501_16,99,solution-found,binpacking,normal,lnspg
t249_14,22,solution-found,binpacking,normal,lnspg
t501_16,66,solution-found,binpacking,normal,lnspg
t501_18,77,solution-found,binpacking,normal,lnspg
u500_02,77,solution-found,binpacking,normal,lnspg
u500_00,99,solution-found,binpacking,normal,lnspg
t60_16,11,solution-found,binpacking,normal,lnspg
t501_14,88,solution-found,binpacking,normal,lnspg
t249_16,33,solution-found,binpacking,normal,lnspg
t501_14,77,solution-found,binpacking,normal,lnspg
u500_00,66,solution-found,binpacking,normal,lnspg
t249_18,22,solution-found,binpacking,normal,lnspg
u500_10,88,solution-found,binpacking,normal,lnspg
t60_08,11,solution-found,binpacking,normal,lnspg
t501_04,99,solution-found,binpacking,normal,lnspg
t501_04,66,solution-found,binpacking,normal,lnspg
t249_06,22,solution-found,binpacking,normal,lnspg
u500_10,77,solution-found,binpacking,normal,lnspg
t249_08,33,solution-found,binpacking,normal,lnspg
u120_16,22,solution-found,binpacking,normal,lnspg
t120_10,44,solution-found,binpacking,normal,lnspg
u250_18,33,solution-found,binpacking,normal,lnspg
u1000_12,33,solution-found,binpacking,normal,lnspg
u120_18,33,solution-found,binpacking,normal,lnspg
u250_16,22,solution-found,binpacking,normal,lnspg
u120_06,33,solver-timeout,binpacking,normal,lnspg
u250_08,22,solution-found,binpacking,normal,lnspg
t120_00,55,solution-found,binpacking,normal,lnspg
u120_08,22,solution-found,binpacking,normal,lnspg
u1000_02,22,solution-found,binpacking,normal,lnspg
u250_06,33,solution-found,binpacking,normal,lnspg
u120_12,1010,solution-found,binpacking,normal,lnspg
t120_02,44,solution-found,binpacking,normal,lnspg
u120_04,22,solution-found,binpacking,normal,lnspg
u250_04,22,solution-found,binpacking,normal,lnspg
u1000_00,33,solution-found,binpacking,normal,lnspg
t120_12,55,solution-found,binpacking,normal,lnspg
u120_14,33,solution-found,binpacking,normal,lnspg
u250_14,33,solution-found,binpacking,normal,lnspg
u1000_10,22,solution-found,binpacking,normal,lnspg
t501_06,99,solution-found,binpacking,normal,lnspg
u500_12,88,solution-found,binpacking,normal,lnspg
t501_08,88,solution-found,binpacking,normal,lnspg
u500_12,77,solution-found,binpacking,normal,lnspg
t501_08,77,solution-found,binpacking,normal,lnspg
t501_06,66,solution-found,binpacking,normal,lnspg
t249_04,22,solution-found,binpacking,normal,lnspg
t501_16,88,solution-found,binpacking,normal,lnspg
u500_02,99,solution-found,binpacking,normal,lnspg
t60_14,11,solution-found,binpacking,normal,lnspg
t501_18,99,solution-found,binpacking,normal,lnspg
u500_02,66,solution-found,binpacking,normal,lnspg
t501_08,1010,solution-found,binpacking,normal,lnspg
t501_18,66,solution-found,binpacking,normal,lnspg
u500_16,1010,solution-found,binpacking,normal,lnspg
t249_14,33,solution-found,binpacking,normal,lnspg
t501_16,77,solution-found,binpacking,normal,lnspg
t60_18,11,solution-found,binpacking,normal,lnspg
t501_14,99,solution-found,binpacking,normal,lnspg
u500_00,88,solution-found,binpacking,normal,lnspg
t249_18,33,solution-found,binpacking,normal,lnspg
u500_00,77,solution-found,binpacking,normal,lnspg
t249_16,22,solution-found,binpacking,normal,lnspg
t501_14,66,solution-found,binpacking,normal,lnspg
t501_04,88,solution-found,binpacking,normal,lnspg
t60_06,11,solution-found,binpacking,normal,lnspg
u500_10,99,solution-found,binpacking,normal,lnspg
t249_08,22,solution-found,binpacking,normal,lnspg
u500_10,66,solution-found,binpacking,normal,lnspg
t501_04,77,solution-found,binpacking,normal,lnspg
t249_06,33,solution-found,binpacking,normal,lnspg
t120_12,1010,solution-found,binpacking,normal,lnspg
u250_16,33,solution-found,binpacking,normal,lnspg
u120_18,22,solution-found,binpacking,normal,lnspg
u1000_12,22,solver-timeout,binpacking,normal,lnspg
u250_18,22,solution-found,binpacking,normal,lnspg
t120_10,55,solution-found,binpacking,normal,lnspg
u120_16,33,solution-found,binpacking,normal,lnspg
u1000_12,1010,solution-found,binpacking,normal,lnspg
u250_06,22,solution-found,binpacking,normal,lnspg
u1000_02,33,solution-found,binpacking,normal,lnspg
u120_08,33,solution-found,binpacking,normal,lnspg
t120_00,44,solution-found,binpacking,normal,lnspg
u250_08,33,solution-found,binpacking,normal,lnspg
u120_06,22,solution-found,binpacking,normal,lnspg
u1000_00,22,solution-found,binpacking,normal,lnspg
u250_04,33,solution-found,binpacking,normal,lnspg
u120_04,33,solution-found,binpacking,normal,lnspg
t120_02,55,solution-found,binpacking,normal,lnspg
u250_12,1010,solution-found,binpacking,normal,lnspg
u1000_10,33,solution-found,binpacking,normal,lnspg
u250_14,22,solution-found,binpacking,normal,lnspg
u120_14,22,solver-timeout,binpacking,normal,lnspg
t249_12,1010,solution-found,binpacking,normal,lnspg
t120_12,44,solution-found,binpacking,normal,lnspg
t120_18,1010,solution-found,binpacking,normal,lnspg
u120_00,55,solution-found,binpacking,normal,lnspg
t120_06,33,solution-found,binpacking,normal,lnspg
u1000_04,44,solution-found,binpacking,normal,lnspg
u250_00,55,solution-found,binpacking,normal,lnspg
t120_08,22,solution-found,binpacking,normal,lnspg
u120_10,44,solution-found,binpacking,normal,lnspg
